,md,hour,Log_203_step,Log_202_step,Log_201_step,Log_205_step,Log_204_step,Log_206_step,Log_207_step,Log_203_step_j,Log_202_step_j,Log_201_step_j,Log_205_step_j,Log_204_step_j,Log_206_step_j,Log_207_step_j
0,2022-07-09 00:00:00,0,20.46014919354839,20.049149193548388,20.069149193548387,19.377149193548387,18.716149193548386,15.168149193548388,18.146149193548386,20.354790322580648,19.943790322580647,19.963790322580646,19.271790322580646,18.610790322580645,15.062790322580646,18.040790322580644
1,2022-07-09 00:10:00,0,20.365149193548387,19.95414919354839,19.97414919354839,19.187149193548386,18.526149193548388,14.307149193548387,17.290149193548388,20.259790322580645,19.848790322580648,19.868790322580647,19.081790322580645,18.420790322580647,14.201790322580646,17.184790322580646
2,2022-07-09 00:20:00,0,20.365149193548387,19.85814919354839,19.783149193548386,19.092149193548387,18.336149193548387,13.732149193548388,16.147149193548387,20.259790322580645,19.752790322580648,19.677790322580645,18.986790322580646,18.230790322580646,13.626790322580646,16.041790322580646
3,2022-07-09 00:30:00,0,20.174149193548388,19.763149193548387,19.783149193548386,18.141149193548387,18.336149193548387,13.540149193548388,15.671149193548388,20.068790322580647,19.657790322580645,19.677790322580645,18.035790322580645,18.230790322580646,13.434790322580646,15.565790322580646
4,2022-07-09 00:40:00,0,20.07914919354839,19.57314919354839,19.688149193548387,17.950149193548388,18.146149193548386,13.828149193548388,14.620149193548388,19.973790322580648,19.467790322580647,19.582790322580646,17.844790322580646,18.040790322580644,13.722790322580646,14.514790322580646
5,2022-07-09 00:50:00,0,19.98414919354839,19.57314919354839,19.59314919354839,17.85514919354839,18.146149193548386,13.924149193548388,14.045149193548387,19.87879032258065,19.467790322580647,19.487790322580647,17.749790322580647,18.040790322580644,13.818790322580647,13.939790322580645
6,2022-07-09 01:00:00,1,19.98414919354839,19.57314919354839,19.59314919354839,17.85514919354839,18.051149193548387,13.924149193548388,14.620149193548388,19.87879032258065,19.467790322580647,19.487790322580647,17.749790322580647,17.945790322580645,13.818790322580647,14.514790322580646
7,2022-07-09 01:10:00,1,19.98414919354839,19.382149193548386,19.402149193548386,17.760149193548386,17.860149193548388,14.020149193548388,14.429149193548387,19.87879032258065,19.276790322580645,19.296790322580645,17.654790322580645,17.754790322580646,13.914790322580647,14.323790322580646
8,2022-07-09 01:20:00,1,19.88814919354839,19.002149193548387,19.022149193548387,17.475149193548386,17.860149193548388,13.251149193548388,14.524149193548388,19.78279032258065,18.896790322580646,18.916790322580646,17.369790322580645,17.754790322580646,13.145790322580647,14.418790322580646
9,2022-07-09 01:30:00,1,19.127149193548387,18.812149193548386,18.832149193548386,17.380149193548387,17.670149193548387,12.866149193548388,14.811149193548387,19.021790322580646,18.706790322580645,18.726790322580644,17.274790322580646,17.564790322580645,12.760790322580647,14.705790322580645
10,2022-07-09 01:40:00,1,19.127149193548387,18.90714919354839,18.927149193548388,17.18914919354839,17.48014919354839,13.444149193548387,14.907149193548387,19.021790322580646,18.801790322580647,18.821790322580647,17.083790322580647,17.374790322580647,13.338790322580646,14.801790322580645
11,2022-07-09 01:50:00,1,19.22214919354839,18.90714919354839,18.927149193548388,16.999149193548387,17.575149193548388,13.828149193548388,14.524149193548388,19.11679032258065,18.801790322580647,18.821790322580647,16.893790322580646,17.469790322580646,13.722790322580646,14.418790322580646
12,2022-07-09 02:00:00,2,19.127149193548387,18.812149193548386,18.832149193548386,16.90414919354839,17.385149193548386,13.828149193548388,14.141149193548387,19.021790322580646,18.706790322580645,18.726790322580644,16.798790322580647,17.279790322580645,13.722790322580646,14.035790322580645
13,2022-07-09 02:10:00,2,18.842149193548387,18.716149193548386,18.546149193548388,16.90414919354839,17.09914919354839,13.828149193548388,14.045149193548387,18.736790322580646,18.610790322580645,18.440790322580646,16.798790322580647,16.993790322580647,13.722790322580646,13.939790322580645
14,2022-07-09 02:20:00,2,18.55614919354839,18.526149193548388,18.356149193548386,16.809149193548386,16.909149193548387,12.770149193548388,13.854149193548388,18.450790322580648,18.420790322580647,18.250790322580645,16.703790322580645,16.803790322580646,12.664790322580647,13.748790322580646
15,2022-07-09 02:30:00,2,18.651149193548388,18.431149193548386,18.451149193548385,16.713149193548386,16.719149193548386,12.480149193548387,14.237149193548387,18.545790322580647,18.325790322580644,18.345790322580644,16.607790322580644,16.613790322580645,12.374790322580646,14.131790322580645
16,2022-07-09 02:40:00,2,18.55614919354839,18.241149193548388,18.261149193548388,16.428149193548386,16.528149193548387,13.251149193548388,14.045149193548387,18.450790322580648,18.135790322580647,18.155790322580646,16.322790322580644,16.422790322580646,13.145790322580647,13.939790322580645
17,2022-07-09 02:50:00,2,18.55614919354839,18.051149193548387,18.166149193548385,16.142149193548388,16.433149193548388,13.540149193548388,13.566149193548387,18.450790322580648,17.945790322580645,18.060790322580644,16.036790322580647,16.327790322580647,13.434790322580646,13.460790322580646
18,2022-07-09 03:00:00,3,18.366149193548388,18.051149193548387,18.071149193548386,16.047149193548385,16.433149193548388,13.828149193548388,13.566149193548387,18.260790322580647,17.945790322580645,17.965790322580645,15.941790322580644,16.327790322580647,13.722790322580646,13.460790322580646
