station/location,date,gre000d0,hto000d0,nto000d0,prestad0,rre150d0,sre000d0,tre200d0,tre200dn,tre200dx,ure200d0
BER,19101226,-,-,100,938.1,1.6,0,1.8,0.5,2.8,83.7
BER,19101227,-,-,80,930,3.5,12,-0.4,-1.4,2.4,87.7
BER,19101228,-,-,100,946,0.1,0,-1.5,-2.5,-0.6,91.3
BER,19101229,-,-,67,955.7,0,186,-3.8,-6.4,0,80.3
BER,19101230,-,-,93,956,2.3,6,-1.1,-7.5,0.9,79
BER,19101231,-,-,90,959.6,1.1,54,-1.9,-3.4,1.8,90
BER,19110101,-,-,57,954.1,3.4,90,-6.1,-10.2,-2.3,93.7
BER,19110102,-,-,77,941,2.4,120,-3.9,-10.5,-1.1,86.3
BER,19110103,-,-,100,937.5,0,0,-4.3,-11,-3,87.3
BER,19110104,-,-,100,938.4,0.5,0,-2.8,-6.5,-2,86.3
BER,19110105,-,-,100,945,0,0,-2.3,-3.5,-1.4,70.7
BER,19110106,-,-,40,952.1,0,384,-5,-7.9,0.6,77
BER,19110107,-,-,40,958.3,0,84,-7.2,-11.4,-0.4,84.7
BER,19110108,-,-,20,965.9,0,276,-7.5,-11.5,-1.4,89
BER,19110109,-,-,63,963.9,7.3,18,-4.5,-12.4,-0.2,82.3
BER,19110110,-,-,67,959.3,1.3,0,-1.4,-2.8,1.2,93.3
BER,19110111,-,-,50,951.7,0,84,-7.7,-9.6,-2,88
BER,19110112,-,-,87,934.8,0,0,-4.5,-11.4,0.3,87
BER,19110113,-,-,87,941.7,0.9,12,-1.5,-8.1,2.6,81.7
BER,19110114,-,-,100,949.7,0,0,-4.1,-4.8,-2.6,86.3
BER,19110115,-,-,100,955.1,0,0,-7.3,-7.5,-4.8,93
BER,19110116,-,-,90,962.8,0,0,-7.8,-8.7,-5.2,89
BER,19110117,-,-,50,968.6,0,294,-8.6,-11.1,-2.4,98.3
BER,19110118,-,-,43,968.3,0,312,-6.7,-10.5,-3,98.7
BER,19110119,-,-,43,964.1,0,108,-6.2,-12.4,-1.4,88.3
BER,19110120,-,-,70,961.6,0,186,-2.7,-11.9,1.6,88
BER,19110121,-,-,100,957.6,0,0,-4.8,-5.4,-2.4,100
BER,19110122,-,-,73,957.5,0,198,-5.1,-7.2,-2.1,97.7
BER,19110123,-,-,100,960.8,0,0,-5.4,-7.6,-4.5,97.7
BER,19110124,-,-,100,961.8,0,0,-5.3,-6.4,-4.7,94
BER,19110125,-,-,70,963.8,0,36,-4.9,-6,-2.6,80
BER,19110126,-,-,53,965,0,384,-1.9,-6.1,3.5,81.3
BER,19110127,-,-,53,964.3,0,354,-4.8,-8.6,3.3,89.3
BER,19110128,-,-,63,962.1,0,294,-4.5,-10.3,0.5,98.3
BER,19110129,-,-,50,957.4,0,198,-5,-7.5,0,98
BER,19110130,-,-,30,954.6,0,354,-6.4,-9.2,-3,76.7
BER,19110131,-,-,17,960,0,522,-8.1,-10.1,-4.5,62
BER,19110201,-,-,13,965.1,0,426,-10,-15.5,-3.7,82.3
BER,19110202,-,-,40,962.5,1.5,498,-5.9,-15.5,-0.1,76.3
BER,19110203,-,-,80,956.9,0,84,-1,-4.3,2,85.7
BER,19110204,-,-,40,957.6,0,390,-4,-6.3,0.5,81.7
BER,19110205,-,-,100,958,0,120,-6.1,-12,-1.9,94.3
BER,19110206,-,-,47,959.5,0,420,-2,-4.5,1.5,74
BER,19110207,-,-,53,962.8,0.2,414,-4.6,-11.4,1.9,81.3
BER,19110208,-,-,67,962.2,0.3,96,-2.1,-3.4,2,84.3
BER,19110209,-,-,17,959.8,0,492,-7.1,-9.5,-0.3,85.3
BER,19110210,-,-,20,955.1,0,372,-5.8,-13.1,2.5,79.7
BER,19110211,-,-,67,954.8,0,192,-0.1,-13.5,7.4,69
BER,19110212,-,-,100,956,8.7,6,0.7,-0.8,4.8,88.3
BER,19110213,-,-,100,957.8,0.2,0,-0.1,-1.9,1,95
BER,19110214,-,-,100,962.7,0,0,-0.6,-1.2,0.6,87
BER,19110215,-,-,70,966.8,0,96,-1.7,-2.6,2.6,82.7
BER,19110216,-,-,53,966.8,0,192,-0.5,-7,4.5,76.3
BER,19110217,-,-,77,961.2,0,24,3.6,-0.8,7.9,54.3
BER,19110218,-,-,80,953.9,0,168,5.4,-1,11.1,71.7
BER,19110219,-,-,87,943.6,8,114,3.6,-0.1,10.6,76.7
BER,19110220,-,-,60,950.4,0,294,2.8,0.5,6.1,70.3
BER,19110221,-,-,50,956.3,0,516,2.5,0.5,8.4,65.7
BER,19110222,-,-,67,954.5,1.2,84,4.6,-0.6,9.9,67
BER,19110223,-,-,63,948.9,1.8,468,7.5,-0.4,11.9,70.3
BER,19110224,-,-,93,947.2,6,216,4.1,1.9,8.7,73
BER,19110225,-,-,100,947.7,16.8,0,5,1.6,8.6,92
BER,19110226,-,-,93,948.6,2.8,180,4.9,2,9.5,70
BER,19110227,-,-,70,954.1,0,438,2.6,-0.5,7.3,59
BER,19110228,-,-,60,948.8,2.6,204,3.4,-1.5,9.4,69
BER,19110301,-,-,97,954,4.8,114,5.4,-0.6,9.6,72
BER,19110302,-,-,73,964.2,8,54,1.5,-2,6.6,82.7
BER,19110303,-,-,100,959.7,20.8,0,2,-1.6,3.9,96.7
BER,19110304,-,-,100,954.1,0,18,5.7,0.6,10.2,91
BER,19110305,-,-,93,949.7,0,0,3.9,2,7,71.7
BER,19110306,-,-,17,944.4,0,606,2.5,-0.5,6.4,62
BER,19110307,-,-,60,945.9,0,408,2.3,-2.9,8.2,77.3
BER,19110308,-,-,93,948.5,0,0,3.5,-2.8,7.8,71.7
BER,19110309,-,-,30,948.7,0.2,480,2.4,-1.7,10.1,78.3
BER,19110310,-,-,87,952.6,0.6,36,2.2,-1.5,6,87
BER,19110311,-,-,67,948.9,0,390,2,-1.5,8.1,83
BER,19110312,-,-,60,945.1,0,270,5.2,-1.4,11.1,65
BER,19110313,-,-,93,933.2,3.2,24,0.9,-0.2,5.5,85.7
BER,19110314,-,-,67,935.8,0.2,240,-0.7,-3.1,3.7,82
BER,19110315,-,-,57,934.5,1.3,114,-0.9,-2.1,2.7,81
BER,19110316,-,-,70,938.8,0.3,360,1.1,-2.9,5,66.7
BER,19110317,-,-,57,943.5,0,486,2.2,-2.3,7.5,76.3
BER,19110318,-,-,70,945.4,0.1,138,2.3,-0.6,7.4,89.3
BER,19110319,-,-,30,943,0,432,6.4,-1.4,13.2,69.3
BER,19110320,-,-,63,940,0,234,7.6,3.5,13.1,73
BER,19110321,-,-,30,945.1,0,570,7.5,-0.1,15.8,65
BER,19110322,-,-,43,946,0,414,7.3,-0.6,15.8,64.7
BER,19110323,-,-,37,946.2,0,528,7.7,1.5,15.3,71.3
BER,19110324,-,-,87,941.6,5.3,216,6.3,1.4,15.8,81.7
BER,19110325,-,-,97,933.2,23.3,0,1.1,-0.5,5.6,97
BER,19110326,-,-,67,935.5,0.3,144,-1.2,-2.5,3.6,83.3
BER,19110327,-,-,90,943.9,0,78,-0.5,-7.9,3.5,84.7
BER,19110328,-,-,90,942.4,0,60,4.2,0.3,8.8,80.7
BER,19110329,-,-,87,939,0,0,6.6,0.1,11.4,80
BER,19110330,-,-,50,942.1,0,78,8.7,1.4,15.9,67.7
BER,19110331,-,-,50,948,0,570,9.5,3.4,16.5,66.7
BER,19110401,-,-,80,949.1,1.2,192,9.2,3.4,14.8,80.7
BER,19110402,-,-,70,945.1,4,276,9.1,3.8,16.3,82.7
BER,19110403,-,-,100,940.2,1.7,0,4.7,2.2,8.4,88.7
BER,19110404,-,-,93,938.9,0.1,114,-2,-3.2,2.2,79.7
BER,19110405,-,-,100,934.6,0.1,6,-3,-5,-1.8,80.7
BER,19110406,-,-,77,941.9,0,6,-1.1,-5,1.7,83.7
BER,19110407,-,-,50,943.6,0,462,0.5,-3.2,4.3,73
BER,19110408,-,-,97,945,0.1,12,0.6,-2.3,3,79.7
BER,19110409,-,-,60,947.6,0,210,-0.1,-2.6,3,71
BER,19110410,-,-,60,941.1,0,246,1.7,-2.2,7.3,60.3
BER,19110411,-,-,7,947.8,0,690,5,-3.6,10.9,58.3
BER,19110412,-,-,20,950.9,0,714,6.9,-2.4,14.6,59.7
BER,19110413,-,-,77,952.2,0,600,4.8,1.6,8.3,68.7
BER,19110414,-,-,37,955.6,0,690,3.8,-0.6,8.8,61.7
BER,19110415,-,-,3,955.6,0,780,7.1,-3.1,16.5,49
BER,19110416,-,-,0,952,0,780,12.1,-0.2,21.2,45.7
BER,19110417,-,-,20,950.2,0,732,11.5,2.9,18.3,44.7
BER,19110418,-,-,10,948.1,0,762,11.4,2.2,20,60.7
BER,19110419,-,-,77,945.4,4,204,10.8,3.1,16.8,67.7
BER,19110420,-,-,100,955.3,0.3,0,6.6,5.2,9.9,95
BER,19110421,-,-,47,965,0,618,10.2,5.2,15.8,76.7
BER,19110422,-,-,17,961.9,0,780,12.4,2.9,20.1,69
BER,19110423,-,-,30,955.4,0,636,14.3,5.4,22.9,60
BER,19110424,-,-,90,951,0,528,14.3,8.6,20.3,59.3
BER,19110425,-,-,17,948,0,708,13.4,5.6,20.5,65
BER,19110426,-,-,100,948.9,2.4,48,10.8,9,13.9,80
BER,19110427,-,-,97,946.1,1.3,0,9.9,7.2,12.6,78
BER,19110428,-,-,77,945,6.3,246,9,6.1,12.4,69.7
BER,19110429,-,-,100,939.7,14.5,0,7.9,5.5,12.6,82.3
BER,19110430,-,-,47,939.2,3.7,588,7.2,2.5,13.5,75
BER,19110501,-,-,87,951.1,0.9,246,6.3,3.8,13.7,83.3
BER,19110502,-,-,20,951.7,0,792,8.9,1.6,14.7,65.3
BER,19110503,-,-,37,950.7,0,714,11.5,2.1,18,58.3
BER,19110504,-,-,63,947.7,5.1,558,11.6,3.9,18.1,64.3
BER,19110505,-,-,100,950.3,1.6,0,9.2,7.4,11.8,86.7
BER,19110506,-,-,87,953.1,0,0,9.6,7.2,13.1,75.3
BER,19110507,-,-,83,951,0.1,456,7.3,3.1,12.2,83.7
BER,19110508,-,-,97,947,0,0,8.3,5,9.9,80.7
BER,19110509,-,-,67,944.4,31.9,498,11.4,5.6,19.6,72.7
BER,19110510,-,-,83,945.2,2.1,372,12.8,8.1,18.8,73.7
BER,19110511,-,-,83,945.1,4.1,426,13.5,8.5,19.7,74.7
BER,19110512,-,-,67,944.9,3.8,324,14.4,9.9,19.9,80
BER,19110513,-,-,63,941.3,0,336,14,7.1,19.4,76.7
BER,19110514,-,-,100,942.6,0.9,18,12.6,7.9,16.8,85.3
BER,19110515,-,-,87,940.9,1.5,450,14.1,8.9,20.3,80.3
BER,19110516,-,-,87,942.5,24.5,210,15.1,9.8,18.2,76.3
BER,19110517,-,-,90,942.4,8.7,270,14.5,10.5,19.2,80.3
BER,19110518,-,-,100,940.5,21.8,0,12.2,10.5,16.1,93.7
BER,19110519,-,-,93,943.4,1,120,10,7.8,14.2,75.7
BER,19110520,-,-,63,943.6,0,444,9.7,4.9,14.4,69.3
BER,19110521,-,-,83,946.4,0,510,11.1,6.9,15,64.7
BER,19110522,-,-,57,947.6,0,630,12.7,6.6,18.3,52.3
BER,19110523,-,-,70,949.8,0,402,12.9,3.8,17.5,57.3
BER,19110524,-,-,70,953.6,0,318,14.4,7.8,20,63.7
BER,19110525,-,-,10,949.3,0,798,16.3,7.4,21.5,63
BER,19110526,-,-,70,945,0.1,474,14.8,9.1,20.5,76.7
BER,19110527,-,-,63,949.2,0.5,432,16.5,9.9,23.2,72
BER,19110528,-,-,43,950,0,726,16.7,9.1,22.3,60.3
BER,19110529,-,-,70,946.6,1.3,468,17,10.6,23.8,73.7
BER,19110530,-,-,90,945.6,11.7,318,16.2,11.7,23.5,79.7
BER,19110531,-,-,80,945.2,2.7,246,15.9,11.5,22,83.3
BER,19110601,-,-,70,949.5,10,372,16.1,11.9,20.1,78
BER,19110602,-,-,93,953.7,4.8,282,14.8,12.9,21.1,86.7
BER,19110603,-,-,87,951.9,1.7,462,16,11.5,23,76
BER,19110604,-,-,53,954.1,0,330,16.4,11.5,21.9,77
BER,19110605,-,-,37,956.7,0,750,18.7,10.1,25,59
BER,19110606,-,-,7,956.7,0,882,19.1,11.1,23.2,52.7
BER,19110607,-,-,10,957.8,0,900,19.6,9.8,25.5,53.3
BER,19110608,-,-,17,953.7,0,816,20.4,10.1,26.7,53.7
BER,19110609,-,-,53,944.5,13.5,468,17.5,11.8,26.3,66.7
BER,19110610,-,-,100,941.8,5.3,0,12.2,9.8,16.4,90
BER,19110611,-,-,33,946.5,0,732,13.2,8.4,18.6,61
BER,19110612,-,-,47,945.1,0,738,14.6,6.6,21.3,59.3
BER,19110613,-,-,100,939.8,18,12,12.9,9.2,18,81.7
BER,19110614,-,-,87,947.2,3.4,222,9.4,8.8,15,85.3
BER,19110615,-,-,37,954.6,0,822,11.1,7,15.9,55.7
BER,19110616,-,-,73,954.8,0,324,14,4.5,18.8,59
BER,19110617,-,-,70,949.3,0.3,306,18.6,9.2,24.7,68.3
BER,19110618,-,-,80,947.8,12,246,17.5,13.4,24.9,70
BER,19110619,-,-,87,946.3,16.6,108,14.8,12.6,19.5,85
BER,19110620,-,-,50,951.5,2.9,336,13,11.1,17.5,71.3
BER,19110621,-,-,47,956.8,0,612,14.6,9.1,20.4,65.7
BER,19110622,-,-,20,954.7,0,822,17,7.9,22.6,62.7
BER,19110623,-,-,67,948.7,3.7,456,17.3,8,25.1,71
BER,19110624,-,-,100,947.3,13.4,0,13,12.3,15.1,93.3
BER,19110625,-,-,100,949.8,5.3,0,12.5,11.1,15,92
BER,19110626,-,-,77,952.7,0,474,14.1,9.9,18.7,63
BER,19110627,-,-,83,957.9,0,162,11.1,9.4,18.6,70.3
BER,19110628,-,-,13,962.6,0,864,14.6,7.4,20.5,63
BER,19110629,-,-,7,959.5,0,888,17.7,7.8,25.2,58.3
BER,19110630,-,-,67,950.7,6.1,516,18.5,9.9,25.6,62.7
BER,19110701,-,-,87,945.7,0,408,19.5,14,27.8,70.7
BER,19110702,-,-,77,948.2,0,552,20,14.4,25.2,62
BER,19110703,-,-,73,957.3,0,528,16.3,13.1,22,57.7
BER,19110704,-,-,57,960.1,0,330,14.3,8.9,18.7,68.3
BER,19110705,-,-,10,959.3,0,876,16.7,9,21.5,58.7
BER,19110706,-,-,3,956.2,0,888,19,9.5,23.8,60.3
BER,19110707,-,-,7,957,0,876,20,11.6,25.3,57.7
BER,19110708,-,-,10,959,0,894,20.9,10.9,28.1,53.3
BER,19110709,-,-,33,957.8,0,792,21.5,13.4,29.4,59.3
BER,19110710,-,-,43,956.2,0,660,17,13.2,21.7,56.3
BER,19110711,-,-,7,957.5,0,888,17.2,9.4,22.1,55.7
BER,19110712,-,-,13,955.6,0,876,19.6,9.9,25,56
BER,19110713,-,-,53,954.5,0,618,19.5,12.4,26.6,62.3
BER,19110714,-,-,30,954.1,0,852,19.7,13.4,26.2,63.7
BER,19110715,-,-,40,952.2,0,666,20.6,11.4,27.1,52.3
BER,19110716,-,-,40,949.4,0,732,19.1,12.4,25.6,57
BER,19110717,-,-,13,947.6,0,822,19,10.5,25.4,53.3
BER,19110718,-,-,20,948.5,0,858,21.1,11.1,27.3,48.3
BER,19110719,-,-,33,953.6,0,690,21.2,12.8,29.4,47.3
BER,19110720,-,-,10,957.2,0,816,21.4,14.7,28.2,54.3
BER,19110721,-,-,13,959.1,0,846,22.6,13.6,27.5,49.3
BER,19110722,-,-,10,958.4,0,816,23.3,13.3,30.6,58
BER,19110723,-,-,17,955.9,0,666,24.5,13.8,33.2,49.7
BER,19110724,-,-,53,952.8,1.2,504,23.5,16.9,32.4,59
BER,19110725,-,-,27,951.2,0,786,23.6,15.5,31.2,56
BER,19110726,-,-,27,951.2,0,804,23.4,16.1,30.5,50.3
BER,19110727,-,-,13,952.8,0,846,24.5,16.6,32,54.3
BER,19110728,-,-,50,954.8,0,570,22.6,15.9,31.3,54.7
BER,19110729,-,-,30,953.3,0,804,24.3,14.2,32.6,53.3
BER,19110730,-,-,53,950.2,0,600,24.9,14.4,33.8,52
BER,19110731,-,-,60,949.3,0,306,23.5,18.7,32.1,57
BER,19110801,-,-,20,950.7,0,726,23.2,14.9,31.3,47
BER,19110802,-,-,47,954.9,0,348,21.8,13.7,29.6,55.7
BER,19110803,-,-,23,954.5,0,780,23.2,13.5,30.7,55
BER,19110804,-,-,63,952.2,0,504,22.3,16.5,29.4,60.3
BER,19110805,-,-,37,949.9,0,630,22,16.5,29.5,59.3
BER,19110806,-,-,53,953,1,258,20.9,15.1,30.2,67.7
BER,19110807,-,-,13,955.6,0,750,22.4,14,28.2,57
BER,19110808,-,-,13,955.4,0,804,24,14.5,31.3,50
BER,19110809,-,-,10,953.7,0,804,24.2,14.9,31.5,44.7
BER,19110810,-,-,7,951.3,0,822,23.2,12.9,32,39
BER,19110811,-,-,10,949.5,0,798,23.2,13.5,30.4,41.3
BER,19110812,-,-,13,949.7,0,816,22.5,12.2,29.4,43.3
BER,19110813,-,-,43,951.9,0,792,21.9,12.3,29.6,50.7
BER,19110814,-,-,20,951.3,0,732,21.1,12.7,30.3,53.3
BER,19110815,-,-,37,948,0,600,21.3,11.5,29.5,46.3
BER,19110816,-,-,17,950.4,0,768,18.7,12.5,25.8,53.3
BER,19110817,-,-,10,953.4,0,780,18.3,10.3,25.2,55.3
BER,19110818,-,-,13,950.9,0,780,19,8.9,27.2,52.7
BER,19110819,-,-,10,947,0,774,20.7,10.1,29.6,43.7
BER,19110820,-,-,60,944.3,2.9,426,21,10.1,31.4,57.3
BER,19110821,-,-,77,941.9,14.4,264,18.9,15.4,27.5,71.3
BER,19110822,-,-,77,942.3,1,162,19.1,14.4,24.7,76
BER,19110823,-,-,97,944.6,3.3,0,16.8,13.9,20.8,86.3
BER,19110824,-,-,63,948.2,0,492,18,13.1,24.5,69
BER,19110825,-,-,57,950.5,8.6,702,19.7,12.5,26.7,60.3
BER,19110826,-,-,70,955.7,0,396,17,14.1,25.2,74.7
BER,19110827,-,-,7,956,0,792,18.6,11.2,24.7,63.3
BER,19110828,-,-,7,954,0,768,20.1,11.4,27.6,62.7
BER,19110829,-,-,17,954.4,0,732,21.8,12.9,30.3,61.7
BER,19110830,-,-,43,953.7,14.1,678,21.2,13,27.7,67.7
BER,19110831,-,-,23,956.5,0,732,15.4,11.6,20.4,72.7
BER,19110901,-,-,10,957.4,0,744,17.8,8.9,24,72
BER,19110902,-,-,7,958.3,0,696,20.9,12.6,28.5,66
BER,19110903,-,-,7,957.5,0,708,21.2,13.4,29.5,61
BER,19110904,-,-,7,956.8,0,696,22,12.4,30.1,56.3
BER,19110905,-,-,20,956.9,0,642,20.7,13.2,30.4,61
BER,19110906,-,-,30,957.2,0,546,21.5,14.1,30.2,61.7
BER,19110907,-,-,10,955.9,0,684,20.7,12.1,29.3,63
BER,19110908,-,-,30,953.4,0,624,20.8,12.5,30.3,58.7
BER,19110909,-,-,20,951.2,0,648,20.5,14.2,30.1,54.3
BER,19110910,-,-,23,951.5,0,582,19.3,13.5,30.2,60.7
BER,19110911,-,-,10,951.9,0,618,17.5,9.9,26.7,64
BER,19110912,-,-,13,953.3,0,612,19.5,9.5,29.5,58.3
BER,19110913,-,-,63,954.2,0.4,390,20.7,12.4,28.3,60.7
BER,19110914,-,-,50,948.7,0.6,402,19.1,14.6,27.4,73
BER,19110915,-,-,90,945.5,3.6,192,15.1,13,21.4,86.3
BER,19110916,-,-,100,950.2,12.7,0,9.9,9.3,13,94.7
BER,19110917,-,-,80,953.7,0,96,11.1,8.6,14.7,74.3
BER,19110918,-,-,27,958.5,0,600,10.7,5.6,17.4,66.7
BER,19110919,-,-,17,953.4,0,540,12.6,3.4,20.5,72.3
BER,19110920,-,-,73,945.6,0.2,348,16.1,7.1,22.6,68.3
BER,19110921,-,-,100,940.7,8.5,0,10.5,8.9,16,91.3
BER,19110922,-,-,97,942.9,12.8,0,8.1,6.4,14,90
BER,19110923,-,-,100,943.4,15.7,0,7,5.6,9.5,94.3
BER,19110924,-,-,93,950.3,0.6,42,10.4,5.5,14.6,84.7
BER,19110925,-,-,53,954.8,0,378,13.7,7.6,20,76.7
BER,19110926,-,-,50,957.3,0,480,12.3,7.8,18.5,84
BER,19110927,-,-,50,958.5,0,516,12.5,6.1,20.6,79
BER,19110928,-,-,97,957.7,1.5,210,14.6,7.3,21.6,74.3
BER,19110929,-,-,97,955.1,1.7,0,11.5,7.4,14.6,87.7
BER,19110930,-,-,97,947.7,12.8,0,9.4,7,14.6,76.3
BER,19111001,-,-,100,944.8,5.2,12,5.5,4.6,9.4,93.3
BER,19111002,-,-,60,947.5,0,324,4.7,2.9,9.6,81.3
BER,19111003,-,-,53,945.2,0,408,4.9,-0.8,10.5,78.7
BER,19111004,-,-,100,944.1,7.1,0,5.8,1.2,7.5,96
BER,19111005,-,-,100,948.3,0.1,18,7.5,5,10.5,92.3
BER,19111006,-,-,100,949.1,3.2,0,8.6,5,11,87.7
BER,19111007,-,-,60,950.3,0,330,10.7,7.1,17.6,79.3
BER,19111008,-,-,100,951,11.6,12,9.9,5.1,13.6,91.3
BER,19111009,-,-,83,950.4,7.1,186,11.9,7,16.2,93.3
BER,19111010,-,-,93,958,0,6,8.6,7.5,12.2,93.3
BER,19111011,-,-,100,960.8,0,0,8.5,5.1,10.6,87
BER,19111012,-,-,90,958,0,186,8.6,5.2,12.8,93.7
BER,19111013,-,-,83,952.7,0.2,240,8.3,6,13,94.7
BER,19111014,-,-,73,951.8,0,204,12.7,6.1,17.9,87.7
BER,19111015,-,-,27,953,0,558,12.1,6.6,18,89
BER,19111016,-,-,77,952.9,0,432,11.2,7.6,16.6,87.7
BER,19111017,-,-,100,953,0,0,8.6,8.1,10.3,94.3
BER,19111018,-,-,47,953.6,0,414,9.5,7.9,15.4,88.3
BER,19111019,-,-,50,954.8,0,342,9.7,4.5,16.8,85.3
BER,19111020,-,-,60,955.5,0,186,10,4.6,16.7,82.3
BER,19111021,-,-,53,947.6,0.3,480,10,3.9,15.7,83
BER,19111022,-,-,80,943.7,2.3,132,13,4.5,16.8,77.3
BER,19111023,-,-,70,947.5,6.2,456,11.2,6.4,15,65
BER,19111024,-,-,77,946.1,0.2,120,7.7,6,12.1,89
BER,19111025,-,-,90,936.3,7.2,210,6,1.1,10.8,85.7
BER,19111026,-,-,57,938.8,0,462,8.6,1.2,12,63.3
BER,19111027,-,-,77,934.7,13.6,120,7.7,4.9,13.4,81.7
BER,19111028,-,-,63,940.2,0.6,276,7.6,5,12.4,76.3
BER,19111029,-,-,93,953.3,0.7,108,6,3.8,11.4,80
BER,19111030,-,-,47,959.7,0,414,4.1,2.5,10.5,85.7
BER,19111031,-,-,80,955,0,180,5.2,-1.4,10.7,79
BER,19111101,-,-,73,955.9,0,360,7.2,3.5,11.5,79
BER,19111102,-,-,60,952.7,0,144,3,0,8.7,89.7
BER,19111103,-,-,100,955.3,0,0,4.3,0.6,6.6,95.7
BER,19111104,-,-,67,956.6,0,276,5.7,2.7,11,87.7
BER,19111105,-,-,77,951.2,4.8,180,10.1,1.9,17.3,62
BER,19111106,-,-,83,952.8,2.4,138,7.7,2.5,11.8,75.7
BER,19111107,-,-,20,955.9,0,522,2.5,-0.5,9,81
BER,19111108,-,-,50,949.2,0,420,2,-3.1,8.5,85
BER,19111109,-,-,100,941.3,9.3,0,4.2,1.9,5.6,96.7
BER,19111110,-,-,100,946.5,7.2,0,2.7,2.5,4.4,97.7
BER,19111111,-,-,60,950.7,0,300,2.8,1.1,8.6,89.7
BER,19111112,-,-,83,946.9,5.3,0,2.9,-1.3,5.3,88
BER,19111113,-,-,100,953.1,2.7,0,5,3.8,6.9,95.7
BER,19111114,-,-,90,960.9,0,66,5.8,4,7,93.3
BER,19111115,-,-,63,951.4,0,312,4.5,3.4,9.7,83.7
BER,19111116,-,-,63,949.4,0,294,6.4,2.5,11.5,76
BER,19111117,-,-,47,940.2,5.5,234,4.4,0,9.4,84.7
BER,19111118,-,-,93,925.6,11.2,102,6.7,0.3,8.8,84.3
BER,19111119,-,-,83,925.6,4.4,264,3.7,2.2,6.7,75.7
BER,19111120,-,-,83,935,0.8,192,5.1,1.5,7,79.3
BER,19111121,-,-,100,932.4,2.7,42,5.7,2.5,10.4,81.7
BER,19111122,-,-,67,928.8,0,270,8.9,2.7,14.4,73
BER,19111123,-,-,87,931.8,0,108,6.4,5,11.7,90
BER,19111124,-,-,87,935.6,8.6,0,5.2,3.5,6.7,94.7
BER,19111125,-,-,100,940.5,0,0,4.4,3.5,6.4,99.3
BER,19111126,-,-,60,943.2,0,384,4.4,2.2,10.7,84.7
BER,19111127,-,-,90,951.9,0,60,4,1.5,7.9,91
BER,19111128,-,-,83,956.1,0,60,5.6,1.9,8.6,87
BER,19111129,-,-,60,961,0,162,3.8,1.8,10.4,89.3
BER,19111130,-,-,100,960.7,0,0,0.7,-1.3,2,100
BER,19111201,-,-,100,956.2,0,0,1,0.6,2.4,93.3
BER,19111202,-,-,97,955.4,0,0,-0.2,-0.9,1.5,87
BER,19111203,-,-,83,953,0,264,0,-2,4.4,88
BER,19111204,-,-,97,952.1,8.6,0,2.9,-1.9,4.5,91.7
BER,19111205,-,-,90,949.2,0,66,2.5,1.4,5.4,91.7
BER,19111206,-,-,57,953.9,0,150,2.1,-0.5,6.9,88
BER,19111207,-,-,80,947.8,0,48,-0.2,-2.6,4,98.3
BER,19111208,-,-,97,942.6,2.3,0,3.3,-0.3,4.7,89.7
BER,19111209,-,-,80,945.3,4.2,180,3.3,0.5,6,72.3
BER,19111210,-,-,77,944.7,0.5,120,0.9,-0.5,3.4,69.7
BER,19111211,-,-,100,936.9,6,0,1.4,0.4,3.5,95.3
BER,19111212,-,-,67,946,0.9,12,1.3,0.2,3.5,94.3
BER,19111213,-,-,87,944.9,3.6,0,0,-2.5,1.5,93.3
BER,19111214,-,-,90,944.3,0.6,60,1.7,0.5,5.5,96.7
BER,19111215,-,-,100,946.8,9.8,0,2.2,-0.7,4.5,98
BER,19111216,-,-,53,954.8,0,318,1.4,-0.8,6.3,94.3
BER,19111217,-,-,20,958.2,0,384,-0.5,-3,4.6,84.7
BER,19111218,-,-,30,956.3,0,366,-1.2,-4.1,5.5,89.3
BER,19111219,-,-,83,954.3,0,0,-0.3,-4.1,2.7,94
BER,19111220,-,-,63,945.5,8.8,18,4,0.3,8.1,86.3
BER,19111221,-,-,93,940,10.3,132,6.5,1.4,12.2,68.7
BER,19111222,-,-,83,949.1,6.6,162,4,3,11,69.7
BER,19111223,-,-,77,948.9,1.1,18,4.3,2.6,7,81.7
BER,19111224,-,-,90,952.2,4.7,0,1.2,-2.1,4.9,84.7
BER,19111225,-,-,100,942.4,24.8,0,3.2,1.8,4.6,90.3
BER,19111226,-,-,97,948.1,4.9,84,3.2,0.6,7.3,88.7
BER,19111227,-,-,87,944.7,6.9,0,5,2.1,7.8,89.7
BER,19111228,-,-,97,955.3,0,0,2.6,0.1,4.6,93
BER,19111229,-,-,67,954.8,0,6,5.3,0.3,8.6,86.7
BER,19111230,-,-,100,954.4,0,0,1.7,0.6,4.2,99.7
BER,19111231,-,-,83,957.6,0,0,2.3,0.3,4.7,90.3
BER,19120101,-,-,57,962.3,0,192,1.2,-0.1,4.5,92.7
BER,19120102,-,-,100,964,0,0,-1,-2.5,0,98.7
BER,19120103,-,-,87,958.1,0.9,78,0.6,-2.2,3.6,96.3
BER,19120104,-,-,97,952.1,0.9,0,3.1,1.4,5.2,90.7
BER,19120105,-,-,87,943.2,3,156,4,1.2,5.6,76.3
BER,19120106,-,-,97,934.8,20,0,4.2,0.2,9,78
BER,19120107,-,-,100,925.7,11.2,18,6,2.7,9.6,87
BER,19120108,-,-,43,949.7,4.2,426,-1.6,-3.5,2.7,67
